id,properties/icon,properties/name,properties/language/longitude,properties/language/pk,properties/language/name,properties/language/id,properties/language/latitude,type,geometry/coordinates/0,geometry/coordinates/1,geometry/type
BOLIA_BANDUNDU,http://asjp.clld.org/clld-static/icons/cff6600.png,Bolia Bandundu,18.33,181,Bolia Bandundu,BOLIA_BANDUNDU,-1.25,Feature,18.33,-1.25,Point
BOLIA_NSAO,http://asjp.clld.org/clld-static/icons/cff6600.png,Bolia Nsao,18.33,182,Bolia Nsao,BOLIA_NSAO,-1.25,Feature,18.33,-1.25,Point
BOLIA,http://asjp.clld.org/clld-static/icons/cff6600.png,Bolia,18.33,183,Bolia,BOLIA,-1.25,Feature,18.33,-1.25,Point
BOMA_NORD_EKEMWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Boma Nord Ekemwa,23.17,184,Boma Nord Ekemwa,BOMA_NORD_EKEMWA,3.58,Feature,23.17,3.58,Point
BOMA_NORD_PLATEAUX_CONGO,http://asjp.clld.org/clld-static/icons/cff6600.png,Boma Nord Plateaux Congo,23.17,185,Boma Nord Plateaux Congo,BOMA_NORD_PLATEAUX_CONGO,3.58,Feature,23.17,3.58,Point
BOMA_NORD_SAIO,http://asjp.clld.org/clld-static/icons/cff6600.png,Boma Nord Saio,23.17,186,Boma Nord Saio,BOMA_NORD_SAIO,3.58,Feature,23.17,3.58,Point
BOMA_NORD,http://asjp.clld.org/clld-static/icons/cff6600.png,Boma Nord,23.17,187,Boma Nord,BOMA_NORD,3.58,Feature,23.17,3.58,Point
BOMA,http://asjp.clld.org/clld-static/icons/cff6600.png,Boma,23.17,188,Boma,BOMA,3.58,Feature,23.17,3.58,Point
BOMBOMA,http://asjp.clld.org/clld-static/icons/cff6600.png,Bomboma,18.83,189,Bomboma,BOMBOMA,2.42,Feature,18.83,2.42,Point
BOMWALI,http://asjp.clld.org/clld-static/icons/cff6600.png,Bomwali,16,190,Bomwali,BOMWALI,1.58,Feature,16,1.58,Point
BOMWALI_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Bomwali 2,16,191,Bomwali 2,BOMWALI_2,1.58,Feature,16,1.58,Point
BONDEI,http://asjp.clld.org/clld-static/icons/cff6600.png,Bondei,38.33,192,Bondei,BONDEI,-5,Feature,38.33,-5,Point
BONDEKO_BOMITABA,http://asjp.clld.org/clld-static/icons/cff6600.png,Bondeko Bomitaba,17.5,193,Bondeko Bomitaba,BONDEKO_BOMITABA,1.67,Feature,17.5,1.67,Point
BONEK,http://asjp.clld.org/clld-static/icons/cff6600.png,Bonek,11.23,194,Bonek,BONEK,4.75,Feature,11.23,4.75,Point
BONGILI_1,http://asjp.clld.org/clld-static/icons/cff6600.png,Bongili 1,16.58,195,Bongili 1,BONGILI_1,0.33,Feature,16.58,0.33,Point
BONGILI_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Bongili 2,16.58,196,Bongili 2,BONGILI_2,0.33,Feature,16.58,0.33,Point
BOSSELA_BOMITABA,http://asjp.clld.org/clld-static/icons/cff6600.png,Bossela Bomitaba,17.5,197,Bossela Bomitaba,BOSSELA_BOMITABA,1.67,Feature,17.5,1.67,Point
BOTALA_BOMITABA,http://asjp.clld.org/clld-static/icons/cff6600.png,Botala Bomitaba,17.5,198,Botala Bomitaba,BOTALA_BOMITABA,1.67,Feature,17.5,1.67,Point
BOTONGO_DIBOLE,http://asjp.clld.org/clld-static/icons/cff6600.png,Botongo Dibole,17.25,199,Botongo Dibole,BOTONGO_DIBOLE,1.08,Feature,17.25,1.08,Point
BUBE,http://asjp.clld.org/clld-static/icons/cff6600.png,Bube,8.67,200,Bube,BUBE,3.5,Feature,8.67,3.5,Point
BUJA_BUMBA_YAMOLOTO,http://asjp.clld.org/clld-static/icons/cff6600.png,Buja Bumba Yamoloto,22.67,201,Buja Bumba Yamoloto,BUJA_BUMBA_YAMOLOTO,2.5,Feature,22.67,2.5,Point
BUJA_MONOGO_BUMBA,http://asjp.clld.org/clld-static/icons/cff6600.png,Buja Monogo Bumba,22.67,202,Buja Monogo Bumba,BUJA_MONOGO_BUMBA,2.5,Feature,22.67,2.5,Point
BUJA,http://asjp.clld.org/clld-static/icons/cff6600.png,Buja,22.67,203,Buja,BUJA,2.5,Feature,22.67,2.5,Point
BUJEBA,http://asjp.clld.org/clld-static/icons/cff6600.png,Bujeba,10.17,204,Bujeba,BUJEBA,3,Feature,10.17,3,Point
BULU,http://asjp.clld.org/clld-static/icons/cff6600.png,Bulu,11,205,Bulu,BULU,3,Feature,11,3,Point
BUM_A_CAMEROON,http://asjp.clld.org/clld-static/icons/cff6600.png,Bum A Cameroon,10.17,206,Bum A Cameroon,BUM_A_CAMEROON,6.37,Feature,10.17,6.37,Point
BUM_B_CAMEROON,http://asjp.clld.org/clld-static/icons/cff6600.png,Bum B Cameroon,11,207,Bum B Cameroon,BUM_B_CAMEROON,3,Feature,11,3,Point
BURU,http://asjp.clld.org/clld-static/icons/cff6600.png,Buru,10.9,208,Buru,BURU,7,Feature,10.9,7,Point
BUSHONG_1,http://asjp.clld.org/clld-static/icons/cff6600.png,Bushong 1,21.5,209,Bushong 1,BUSHONG_1,-4.5,Feature,21.5,-4.5,Point
BUSHONG_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Bushong 2,21.5,210,Bushong 2,BUSHONG_2,-4.5,Feature,21.5,-4.5,Point
BUSHOONG,http://asjp.clld.org/clld-static/icons/cff6600.png,Bushoong,21.5,211,Bushoong,BUSHOONG,-4.5,Feature,21.5,-4.5,Point
BUU,http://asjp.clld.org/clld-static/icons/cff6600.png,Buu,40.33,212,Buu,BUU,-2.37,Feature,40.33,-2.37,Point
BU_CAMEROON,http://asjp.clld.org/clld-static/icons/cff6600.png,Bu Cameroon,10.08,213,Bu Cameroon,BU_CAMEROON,6.22,Feature,10.08,6.22,Point
BU,http://asjp.clld.org/clld-static/icons/cff6600.png,Bu,10.25,214,Bu,BU,6.58,Feature,10.25,6.58,Point
BWILE,http://asjp.clld.org/clld-static/icons/cff6600.png,Bwile,29,215,Bwile,BWILE,-7.75,Feature,29,-7.75,Point
BWISI,http://asjp.clld.org/clld-static/icons/cff6600.png,Bwisi,12,216,Bwisi,BWISI,-3.17,Feature,12,-3.17,Point
C10_GANDO,http://asjp.clld.org/clld-static/icons/cff6600.png,C10 Gando,17.75,217,C10 Gando,C10_GANDO,3.75,Feature,17.75,3.75,Point
C24_KOYO_ZWE,http://asjp.clld.org/clld-static/icons/cff6600.png,C24 Koyo Zwe,15.67,218,C24 Koyo Zwe,C24_KOYO_ZWE,-0.67,Feature,15.67,-0.67,Point
C301_BODO_1,http://asjp.clld.org/clld-static/icons/cff6600.png,C301 Bodo 1,26,219,C301 Bodo 1,C301_BODO_1,6,Feature,26,6,Point
C36d_LINGALA_2,http://asjp.clld.org/clld-static/icons/cff6600.png,C36d Lingala 2,18.5,220,C36d Lingala 2,C36d_LINGALA_2,2,Feature,18.5,2,Point
C36e_BOLOKI_NGIRI,http://asjp.clld.org/clld-static/icons/cff6600.png,C36e Boloki Ngiri,18.42,221,C36e Boloki Ngiri,C36e_BOLOKI_NGIRI,0.83,Feature,18.42,0.83,Point
C45_LEBEO,http://asjp.clld.org/clld-static/icons/cff6600.png,C45 Lebeo,25,222,C45 Lebeo,C45_LEBEO,1.75,Feature,25,1.75,Point
C75_KELA,http://asjp.clld.org/clld-static/icons/cff6600.png,C75 Kela,24,223,C75 Kela,C75_KELA,-1.33,Feature,24,-1.33,Point
C80_MBINGI,http://asjp.clld.org/clld-static/icons/cff6600.png,C80 Mbingi,21.5,224,C80 Mbingi,C80_MBINGI,-4.5,Feature,21.5,-4.5,Point
C80_SHUWA,http://asjp.clld.org/clld-static/icons/cff6600.png,C80 Shuwa,21.5,225,C80 Shuwa,C80_SHUWA,-4.5,Feature,21.5,-4.5,Point
C81_DENGESE,http://asjp.clld.org/clld-static/icons/cff6600.png,C81 Dengese,21.67,226,C81 Dengese,C81_DENGESE,-3.25,Feature,21.67,-3.25,Point
C831_ILEBO,http://asjp.clld.org/clld-static/icons/cff6600.png,C831 Ilebo,21.5,227,C831 Ilebo,C831_ILEBO,-4.5,Feature,21.5,-4.5,Point
C84_LELE_LUHILEEL_2,http://asjp.clld.org/clld-static/icons/cff6600.png,C84 Lele Luhileel 2,20.67,228,C84 Lele Luhileel 2,C84_LELE_LUHILEEL_2,-5,Feature,20.67,-5,Point
C84_LELE_LUHILEEL_3,http://asjp.clld.org/clld-static/icons/cff6600.png,C84 Lele Luhileel 3,20.67,229,C84 Lele Luhileel 3,C84_LELE_LUHILEEL_3,-5,Feature,20.67,-5,Point
C84_LELE_LUHILEEL_4,http://asjp.clld.org/clld-static/icons/cff6600.png,C84 Lele Luhileel 4,20.67,230,C84 Lele Luhileel 4,C84_LELE_LUHILEEL_4,-5,Feature,20.67,-5,Point
CAGA_KILEMA,http://asjp.clld.org/clld-static/icons/cff6600.png,Caga Kilema,39,231,Caga Kilema,CAGA_KILEMA,-5,Feature,39,-5,Point
CAGA_KIWOSO,http://asjp.clld.org/clld-static/icons/cff6600.png,Caga Kiwoso,39,232,Caga Kiwoso,CAGA_KIWOSO,-5,Feature,39,-5,Point
CENTRAL_KENYANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Central Kenyang,9.5,233,Central Kenyang,CENTRAL_KENYANG,5.67,Feature,9.5,5.67,Point
CEWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Cewa,34,234,Cewa,CEWA,-14,Feature,34,-14,Point
CHILOMWE,http://asjp.clld.org/clld-static/icons/cff6600.png,Chilomwe,37,235,Chilomwe,CHILOMWE,-15.67,Feature,37,-15.67,Point
CHINGONI,http://asjp.clld.org/clld-static/icons/cff6600.png,Chingoni,36,236,Chingoni,CHINGONI,-11,Feature,36,-11,Point
CHOKWE,http://asjp.clld.org/clld-static/icons/cff6600.png,Chokwe,20,237,Chokwe,CHOKWE,-6.67,Feature,20,-6.67,Point
CHONYI,http://asjp.clld.org/clld-static/icons/cff6600.png,Chonyi,39.75,238,Chonyi,CHONYI,-3.72,Feature,39.75,-3.72,Point
CHUWABU,http://asjp.clld.org/clld-static/icons/cff6600.png,Chuwabu,37,239,Chuwabu,CHUWABU,-17.33,Feature,37,-17.33,Point
CHWAKA,http://asjp.clld.org/clld-static/icons/cff6600.png,Chwaka,39.32,240,Chwaka,CHWAKA,-4.6,Feature,39.32,-4.6,Point
CIYAWO,http://asjp.clld.org/clld-static/icons/cff6600.png,Ciyawo,35.5,241,Ciyawo,CIYAWO,-14.5,Feature,35.5,-14.5,Point
CONI,http://asjp.clld.org/clld-static/icons/cff6600.png,Coni,39.67,242,Coni,CONI,-3.5,Feature,39.67,-3.5,Point
CUNG,http://asjp.clld.org/clld-static/icons/cff6600.png,Cung,10.42,243,Cung,CUNG,6.58,Feature,10.42,6.58,Point
D14_ENYA,http://asjp.clld.org/clld-static/icons/cff6600.png,D14 Enya,25.25,244,D14 Enya,D14_ENYA,-0.5,Feature,25.25,-0.5,Point
D27_BANGUBANGU_MUTINGWA,http://asjp.clld.org/clld-static/icons/cff6600.png,D27 Bangubangu Mutingwa,28,245,D27 Bangubangu Mutingwa,D27_BANGUBANGU_MUTINGWA,-6,Feature,28,-6,Point
D28_HOLOHOLO,http://asjp.clld.org/clld-static/icons/cff6600.png,D28 Holoholo,29.92,246,D28 Holoholo,D28_HOLOHOLO,-5.17,Feature,29.92,-5.17,Point
D55_BUYU,http://asjp.clld.org/clld-static/icons/cff6600.png,D55 Buyu,28.33,247,D55 Buyu,D55_BUYU,-4.67,Feature,28.33,-4.67,Point
DAWIDA,http://asjp.clld.org/clld-static/icons/cff6600.png,Dawida,38.67,248,Dawida,DAWIDA,-4,Feature,38.67,-4,Point
DCIRIKU,http://asjp.clld.org/clld-static/icons/cff6600.png,Dciriku,21.67,249,Dciriku,DCIRIKU,-18.33,Feature,21.67,-18.33,Point
DENYA_BAJWO,http://asjp.clld.org/clld-static/icons/cff6600.png,Denya Bajwo,9.42,250,Denya Bajwo,DENYA_BAJWO,6,Feature,9.42,6,Point
DENYA_BASHO,http://asjp.clld.org/clld-static/icons/cff6600.png,Denya Basho,9.42,251,Denya Basho,DENYA_BASHO,6,Feature,9.42,6,Point
DENYA_BITIEKU,http://asjp.clld.org/clld-static/icons/cff6600.png,Denya Bitieku,9.42,252,Denya Bitieku,DENYA_BITIEKU,6,Feature,9.42,6,Point
DENYA_TAKAMANDA,http://asjp.clld.org/clld-static/icons/cff6600.png,Denya Takamanda,9.42,253,Denya Takamanda,DENYA_TAKAMANDA,6,Feature,9.42,6,Point
DE_WUNGTSE,http://asjp.clld.org/clld-static/icons/cff6600.png,De Wungtse,11,254,De Wungtse,DE_WUNGTSE,6.67,Feature,11,6.67,Point
DHAISO,http://asjp.clld.org/clld-static/icons/cff6600.png,Dhaiso,38.83,255,Dhaiso,DHAISO,-4.83,Feature,38.83,-4.83,Point
DIGO_1,http://asjp.clld.org/clld-static/icons/cff6600.png,Digo 1,39.5,256,Digo 1,DIGO_1,-4.25,Feature,39.5,-4.25,Point
DIGO_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Digo 2,39.5,257,Digo 2,DIGO_2,-4.25,Feature,39.5,-4.25,Point
DIGO,http://asjp.clld.org/clld-static/icons/cff6600.png,Digo,39.33,258,Digo,DIGO,-4.27,Feature,39.33,-4.27,Point
DING,http://asjp.clld.org/clld-static/icons/cff6600.png,Ding,19.5,259,Ding,DING,-4.33,Feature,19.5,-4.33,Point
DIRIKU,http://asjp.clld.org/clld-static/icons/cff6600.png,Diriku,21.67,260,Diriku,DIRIKU,-18.33,Feature,21.67,-18.33,Point
DOE_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Doe 2,38.58,261,Doe 2,DOE_2,-6,Feature,38.58,-6,Point
DOE,http://asjp.clld.org/clld-static/icons/cff6600.png,Doe,38.58,262,Doe,DOE,-6,Feature,38.58,-6,Point
DOKO,http://asjp.clld.org/clld-static/icons/cff6600.png,Doko,23.08,263,Doko,DOKO,3,Feature,23.08,3,Point
DONG,http://asjp.clld.org/clld-static/icons/cff6600.png,Dong,12,264,Dong,DONG,8.5,Feature,12,8.5,Point
DUALA,http://asjp.clld.org/clld-static/icons/cff6600.png,Duala,9.42,265,Duala,DUALA,4,Feature,9.42,4,Point
DUGURI,http://asjp.clld.org/clld-static/icons/cff6600.png,Duguri,9.77,266,Duguri,DUGURI,9.58,Feature,9.77,9.58,Point
DUMA_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Duma 2,13,267,Duma 2,DUMA_2,-0.95,Feature,13,-0.95,Point
DUMA,http://asjp.clld.org/clld-static/icons/cff6600.png,Duma,13,268,Duma,DUMA,-0.95,Feature,13,-0.95,Point
DURUMA,http://asjp.clld.org/clld-static/icons/cff6600.png,Duruma,39.08,269,Duruma,DURUMA,-3.78,Feature,39.08,-3.78,Point
DZEKE_DIBOLE,http://asjp.clld.org/clld-static/icons/cff6600.png,Dzeke Dibole,17.25,270,Dzeke Dibole,DZEKE_DIBOLE,1.08,Feature,17.25,1.08,Point
DZING_A,http://asjp.clld.org/clld-static/icons/cff6600.png,Dzing A,19.5,271,Dzing A,DZING_A,-4.33,Feature,19.5,-4.33,Point
DZING_B,http://asjp.clld.org/clld-static/icons/cff6600.png,Dzing B,19.5,272,Dzing B,DZING_B,-4.33,Feature,19.5,-4.33,Point
DZING_KAANTSA,http://asjp.clld.org/clld-static/icons/cff6600.png,Dzing Kaantsa,19.5,273,Dzing Kaantsa,DZING_KAANTSA,-4.33,Feature,19.5,-4.33,Point
DZING_SEDZO,http://asjp.clld.org/clld-static/icons/cff6600.png,Dzing Sedzo,19.5,274,Dzing Sedzo,DZING_SEDZO,-4.33,Feature,19.5,-4.33,Point
DZODINKA,http://asjp.clld.org/clld-static/icons/cff6600.png,Dzodinka,10.92,275,Dzodinka,DZODINKA,6.75,Feature,10.92,6.75,Point
EDZAMA_DIBOLE,http://asjp.clld.org/clld-static/icons/cff6600.png,Edzama Dibole,17.25,276,Edzama Dibole,EDZAMA_DIBOLE,1.08,Feature,17.25,1.08,Point
EFUTOP,http://asjp.clld.org/clld-static/icons/cff6600.png,Efutop,8.33,277,Efutop,EFUTOP,5.92,Feature,8.33,5.92,Point
EGBUTA,http://asjp.clld.org/clld-static/icons/cff6600.png,Egbuta,23.77,278,Egbuta,EGBUTA,2.73,Feature,23.77,2.73,Point
EHO_MBO,http://asjp.clld.org/clld-static/icons/cff6600.png,Eho Mbo,9.85,279,Eho Mbo,EHO_MBO,5.23,Feature,9.85,5.23,Point
EJAGHAM,http://asjp.clld.org/clld-static/icons/cff6600.png,Ejagham,8.67,280,Ejagham,EJAGHAM,5.42,Feature,8.67,5.42,Point
EKAJUK,http://asjp.clld.org/clld-static/icons/cff6600.png,Ekajuk,8.58,281,Ekajuk,EKAJUK,6.42,Feature,8.58,6.42,Point
EKOI,http://asjp.clld.org/clld-static/icons/cff6600.png,Ekoi,8.67,282,Ekoi,EKOI,5.42,Feature,8.67,5.42,Point
EKPARABONG,http://asjp.clld.org/clld-static/icons/cff6600.png,Ekparabong,8.67,283,Ekparabong,EKPARABONG,6.08,Feature,8.67,6.08,Point
ELEKU_BONGINDA,http://asjp.clld.org/clld-static/icons/cff6600.png,Eleku Bonginda,18.25,284,Eleku Bonginda,ELEKU_BONGINDA,0.17,Feature,18.25,0.17,Point
ELEKU_IBENGE,http://asjp.clld.org/clld-static/icons/cff6600.png,Eleku Ibenge,18.25,285,Eleku Ibenge,ELEKU_IBENGE,0.17,Feature,18.25,0.17,Point
ELUNG,http://asjp.clld.org/clld-static/icons/cff6600.png,Elung,9.83,286,Elung,ELUNG,5.05,Feature,9.83,5.05,Point
ELWANA,http://asjp.clld.org/clld-static/icons/cff6600.png,Elwana,39.95,287,Elwana,ELWANA,-0.85,Feature,39.95,-0.85,Point
ENYA_KIBOMBO,http://asjp.clld.org/clld-static/icons/cff6600.png,Enya Kibombo,25.25,288,Enya Kibombo,ENYA_KIBOMBO,-0.5,Feature,25.25,-0.5,Point
ENYA_MANDA,http://asjp.clld.org/clld-static/icons/cff6600.png,Enya Manda,25.25,289,Enya Manda,ENYA_MANDA,-0.5,Feature,25.25,-0.5,Point
ENYA,http://asjp.clld.org/clld-static/icons/cff6600.png,Enya,25.25,290,Enya,ENYA,-0.5,Feature,25.25,-0.5,Point
EPENA_BOMITABA,http://asjp.clld.org/clld-static/icons/cff6600.png,Epena Bomitaba,17.5,291,Epena Bomitaba,EPENA_BOMITABA,1.67,Feature,17.5,1.67,Point
ESIMBI,http://asjp.clld.org/clld-static/icons/cff6600.png,Esimbi,9.92,292,Esimbi,ESIMBI,6.5,Feature,9.92,6.5,Point
ESO_YALEMBA,http://asjp.clld.org/clld-static/icons/cff6600.png,Eso Yalemba,23.75,293,Eso Yalemba,ESO_YALEMBA,1.25,Feature,23.75,1.25,Point
ETON_CAMEROON,http://asjp.clld.org/clld-static/icons/cff6600.png,Eton Cameroon,11.5,294,Eton Cameroon,ETON_CAMEROON,4.25,Feature,11.5,4.25,Point
ETON,http://asjp.clld.org/clld-static/icons/cff6600.png,Eton,11.5,295,Eton,ETON,4.25,Feature,11.5,4.25,Point
EWONDO_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Ewondo 2,12,296,Ewondo 2,EWONDO_2,4,Feature,12,4,Point
EWONDO_3,http://asjp.clld.org/clld-static/icons/cff6600.png,Ewondo 3,12,297,Ewondo 3,EWONDO_3,4,Feature,12,4,Point
EWONDO_4,http://asjp.clld.org/clld-static/icons/cff6600.png,Ewondo 4,12,298,Ewondo 4,EWONDO_4,4,Feature,12,4,Point
EWONDO,http://asjp.clld.org/clld-static/icons/cff6600.png,Ewondo,12,299,Ewondo,EWONDO,4,Feature,12,4,Point
F21_SUKUMA,http://asjp.clld.org/clld-static/icons/cff6600.png,F21 Sukuma,32,300,F21 Sukuma,F21_SUKUMA,-2.83,Feature,32,-2.83,Point
F23_SUMBWA_YEKE,http://asjp.clld.org/clld-static/icons/cff6600.png,F23 Sumbwa Yeke,32,301,F23 Sumbwa Yeke,F23_SUMBWA_YEKE,-3.67,Feature,32,-3.67,Point
FANG_GABON,http://asjp.clld.org/clld-static/icons/cff6600.png,Fang Gabon,11.42,302,Fang Gabon,FANG_GABON,-1,Feature,11.42,-1,Point
FANG_MEKE,http://asjp.clld.org/clld-static/icons/cff6600.png,Fang Meke,11.42,303,Fang Meke,FANG_MEKE,-1,Feature,11.42,-1,Point
FANG_NTUMU,http://asjp.clld.org/clld-static/icons/cff6600.png,Fang Ntumu,11.42,304,Fang Ntumu,FANG_NTUMU,-1,Feature,11.42,-1,Point
FANG_SOUANKE,http://asjp.clld.org/clld-static/icons/cff6600.png,Fang Souanke,11.42,305,Fang Souanke,FANG_SOUANKE,-1,Feature,11.42,-1,Point
FANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Fang,10.32,306,Fang,FANG,6.54,Feature,10.32,6.54,Point
FEFE_1,http://asjp.clld.org/clld-static/icons/cff6600.png,Fefe 1,10.17,307,Fefe 1,FEFE_1,5.25,Feature,10.17,5.25,Point
FEFE_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Fefe 2,10.17,308,Fefe 2,FEFE_2,5.25,Feature,10.17,5.25,Point
FULIRU,http://asjp.clld.org/clld-static/icons/cff6600.png,Fuliru,29,309,Fuliru,FULIRU,-3.08,Feature,29,-3.08,Point
FUMU_1,http://asjp.clld.org/clld-static/icons/cff6600.png,Fumu 1,15.33,310,Fumu 1,FUMU_1,-3.67,Feature,15.33,-3.67,Point
FUMU_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Fumu 2,15.33,311,Fumu 2,FUMU_2,-3.67,Feature,15.33,-3.67,Point
G44a_NGAZIDJA,http://asjp.clld.org/clld-static/icons/cff6600.png,G44a Ngazidja,43.3,312,G44a Ngazidja,G44a_NGAZIDJA,-11.8,Feature,43.3,-11.8,Point
G65_KINGA,http://asjp.clld.org/clld-static/icons/cff6600.png,G65 Kinga,34.3,313,G65 Kinga,G65_KINGA,-9.5,Feature,34.3,-9.5,Point
GENGELE,http://asjp.clld.org/clld-static/icons/cff6600.png,Gengele,26.08,314,Gengele,GENGELE,-2.08,Feature,26.08,-2.08,Point
GHOMALA_1,http://asjp.clld.org/clld-static/icons/cff6600.png,Ghomala 1,10.33,315,Ghomala 1,GHOMALA_1,5.42,Feature,10.33,5.42,Point
GHOMALA_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Ghomala 2,10.33,316,Ghomala 2,GHOMALA_2,5.42,Feature,10.33,5.42,Point
GIKUYU,http://asjp.clld.org/clld-static/icons/cff6600.png,Gikuyu,36.75,317,Gikuyu,GIKUYU,-0.75,Feature,36.75,-0.75,Point
GIKUYU_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Gikuyu 2,36.75,318,Gikuyu 2,GIKUYU_2,-0.75,Feature,36.75,-0.75,Point
GIRYAMA,http://asjp.clld.org/clld-static/icons/cff6600.png,Giryama,39.53,319,Giryama,GIRYAMA,-3.18,Feature,39.53,-3.18,Point
GIRYAMA_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Giryama 2,39.67,320,Giryama 2,GIRYAMA_2,-3.5,Feature,39.67,-3.5,Point
GIRYAMA_3,http://asjp.clld.org/clld-static/icons/cff6600.png,Giryama 3,39.67,321,Giryama 3,GIRYAMA_3,-3.5,Feature,39.67,-3.5,Point
GIRYAMA_4,http://asjp.clld.org/clld-static/icons/cff6600.png,Giryama 4,39.67,322,Giryama 4,GIRYAMA_4,-3.5,Feature,39.67,-3.5,Point
GISIRA,http://asjp.clld.org/clld-static/icons/cff6600.png,Gisira,10.5,323,Gisira,GISIRA,-1.75,Feature,10.5,-1.75,Point
GOGO,http://asjp.clld.org/clld-static/icons/cff6600.png,Gogo,36,324,Gogo,GOGO,-6,Feature,36,-6,Point
GUSII,http://asjp.clld.org/clld-static/icons/cff6600.png,Gusii,34.83,325,Gusii,GUSII,-0.75,Feature,34.83,-0.75,Point
GWENO,http://asjp.clld.org/clld-static/icons/cff6600.png,Gweno,37.75,326,Gweno,GWENO,-3.67,Feature,37.75,-3.67,Point
GWERE_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Gwere 2,33.92,327,Gwere 2,GWERE_2,1.08,Feature,33.92,1.08,Point
GWERE,http://asjp.clld.org/clld-static/icons/cff6600.png,Gwere,33.92,328,Gwere,GWERE,1.08,Feature,33.92,1.08,Point
H12_VILI_MAYUMBA,http://asjp.clld.org/clld-static/icons/cff6600.png,H12 Vili Mayumba,12,329,H12 Vili Mayumba,H12_VILI_MAYUMBA,-4.67,Feature,12,-4.67,Point
H166_KONGO_MANYANGA,http://asjp.clld.org/clld-static/icons/cff6600.png,H166 Kongo Manyanga,15,330,H166 Kongo Manyanga,H166_KONGO_MANYANGA,-5,Feature,15,-5,Point
H41_MBALA_1,http://asjp.clld.org/clld-static/icons/cff6600.png,H41 Mbala 1,18,331,H41 Mbala 1,H41_MBALA_1,-5,Feature,18,-5,Point
H42_HUNGANA_1,http://asjp.clld.org/clld-static/icons/cff6600.png,H42 Hungana 1,18.42,332,H42 Hungana 1,H42_HUNGANA_1,-3.67,Feature,18.42,-3.67,Point
H42_HUNGANA_2,http://asjp.clld.org/clld-static/icons/cff6600.png,H42 Hungana 2,18.42,333,H42 Hungana 2,H42_HUNGANA_2,-3.67,Feature,18.42,-3.67,Point
H42_HUNGANA_3,http://asjp.clld.org/clld-static/icons/cff6600.png,H42 Hungana 3,18.42,334,H42 Hungana 3,H42_HUNGANA_3,-3.67,Feature,18.42,-3.67,Point
H42_HUNGANA_4,http://asjp.clld.org/clld-static/icons/cff6600.png,H42 Hungana 4,18.42,335,H42 Hungana 4,H42_HUNGANA_4,-3.67,Feature,18.42,-3.67,Point
HADIMU,http://asjp.clld.org/clld-static/icons/cff6600.png,Hadimu,39,336,Hadimu,HADIMU,-6.5,Feature,39,-6.5,Point
HANGALA,http://asjp.clld.org/clld-static/icons/cff6600.png,Hangala,15,337,Hangala,HANGALA,-4,Feature,15,-4,Point
HAUT_KENYANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Haut Kenyang,9.5,338,Haut Kenyang,HAUT_KENYANG,5.67,Feature,9.5,5.67,Point
HAYA_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Haya 2,31.5,339,Haya 2,HAYA_2,-2,Feature,31.5,-2,Point
HAYA,http://asjp.clld.org/clld-static/icons/cff6600.png,Haya,31.5,340,Haya,HAYA,-2,Feature,31.5,-2,Point
HA,http://asjp.clld.org/clld-static/icons/cff6600.png,Ha,30,341,Ha,HA,-4.5,Feature,30,-4.5,Point
HEHE,http://asjp.clld.org/clld-static/icons/cff6600.png,Hehe,36,342,Hehe,HEHE,-8,Feature,36,-8,Point
HEMBA_BWINYANYEMBA,http://asjp.clld.org/clld-static/icons/cff6600.png,Hemba Bwinyanyemba,27.17,343,Hemba Bwinyanyemba,HEMBA_BWINYANYEMBA,-6.25,Feature,27.17,-6.25,Point
HEMBA_MAMBWE,http://asjp.clld.org/clld-static/icons/cff6600.png,Hemba Mambwe,27.17,344,Hemba Mambwe,HEMBA_MAMBWE,-6.25,Feature,27.17,-6.25,Point
HERERO,http://asjp.clld.org/clld-static/icons/cff6600.png,Herero,19,345,Herero,HERERO,-20.58,Feature,19,-20.58,Point
HERERO_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Herero 2,19,346,Herero 2,HERERO_2,-20.58,Feature,19,-20.58,Point
HIMA_RDC,http://asjp.clld.org/clld-static/icons/cff6600.png,Hima Rdc,30.5,347,Hima Rdc,HIMA_RDC,-0.5,Feature,30.5,-0.5,Point
