id,properties/icon,properties/name,properties/language/longitude,properties/language/pk,properties/language/name,properties/language/id,properties/language/latitude,type,geometry/coordinates/0,geometry/coordinates/1,geometry/type
BOUMAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Boumai,144.92,5349,Boumai,BOUMAI,-6,Feature,144.92,-6,Point
DOM,http://asjp.clld.org/clld-static/icons/cff6600.png,Dom,144.92,5350,Dom,DOM,-6,Feature,144.92,-6,Point
GAWIL,http://asjp.clld.org/clld-static/icons/cff6600.png,Gawil,144.08,5351,Gawil,GAWIL,-6,Feature,144.08,-6,Point
GOLIN,http://asjp.clld.org/clld-static/icons/cff6600.png,Golin,144.75,5352,Golin,GOLIN,-6.33,Feature,144.75,-6.33,Point
IMBONGU,http://asjp.clld.org/clld-static/icons/cff6600.png,Imbongu,144,5353,Imbongu,IMBONGU,-6.17,Feature,144,-6.17,Point
KANDAWO,http://asjp.clld.org/clld-static/icons/cff6600.png,Kandawo,144.75,5354,Kandawo,KANDAWO,-5.66,Feature,144.75,-5.66,Point
KUMAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Kuman,144.98,5355,Kuman,KUMAN,-5.92,Feature,144.98,-5.92,Point
MELPA,http://asjp.clld.org/clld-static/icons/cff6600.png,Melpa,144.33,5356,Melpa,MELPA,-5.17,Feature,144.33,-5.17,Point
MIDDLE_WAHGI,http://asjp.clld.org/clld-static/icons/cff6600.png,Middle Wahgi,144.72,5357,Middle Wahgi,MIDDLE_WAHGI,-5.83,Feature,144.72,-5.83,Point
NARAK,http://asjp.clld.org/clld-static/icons/cff6600.png,Narak,144.67,5358,Narak,NARAK,-5.58,Feature,144.67,-5.58,Point
SINASINA,http://asjp.clld.org/clld-static/icons/cff6600.png,Sinasina,145,5359,Sinasina,SINASINA,-6.08,Feature,145,-6.08,Point
UMBU_UNGU,http://asjp.clld.org/clld-static/icons/cff6600.png,Umbu Ungu,144.08,5360,Umbu Ungu,UMBU_UNGU,-6,Feature,144.08,-6,Point
DAMAL_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Damal 2,137,5361,Damal 2,DAMAL_2,-4,Feature,137,-4,Point
ANGGURUK_YALI,http://asjp.clld.org/clld-static/icons/cff6600.png,Angguruk Yali,139.2,5362,Angguruk Yali,ANGGURUK_YALI,-4,Feature,139.2,-4,Point
HITIGIMA_DANI,http://asjp.clld.org/clld-static/icons/cff6600.png,Hitigima Dani,138.5,5363,Hitigima Dani,HITIGIMA_DANI,-4.42,Feature,138.5,-4.42,Point
KINIAGEIMA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kiniageima,138.92,5364,Kiniageima,KINIAGEIMA,-4.58,Feature,138.92,-4.58,Point
LANI,http://asjp.clld.org/clld-static/icons/cff6600.png,Lani,138.17,5365,Lani,LANI,-3.83,Feature,138.17,-3.83,Point
MID_GRAND_VALLEY_DANI,http://asjp.clld.org/clld-static/icons/cff6600.png,Mid Grand Valley Dani,138.92,5366,Mid Grand Valley Dani,MID_GRAND_VALLEY_DANI,-4.08,Feature,138.92,-4.08,Point
NGGEM,http://asjp.clld.org/clld-static/icons/cff6600.png,Nggem,139,5367,Nggem,NGGEM,-3.67,Feature,139,-3.67,Point
PYRAMID_WODO,http://asjp.clld.org/clld-static/icons/cff6600.png,Pyramid Wodo,138.83,5368,Pyramid Wodo,PYRAMID_WODO,-3.83,Feature,138.83,-3.83,Point
TANGMA_DANI,http://asjp.clld.org/clld-static/icons/cff6600.png,Tangma Dani,138.42,5369,Tangma Dani,TANGMA_DANI,-4.42,Feature,138.42,-4.42,Point
UPPER_PYRAMID_DANI,http://asjp.clld.org/clld-static/icons/cff6600.png,Upper Pyramid Dani,138.5,5370,Upper Pyramid Dani,UPPER_PYRAMID_DANI,-4.33,Feature,138.5,-4.33,Point
WANO,http://asjp.clld.org/clld-static/icons/cff6600.png,Wano,137.25,5371,Wano,WANO,-3.33,Feature,137.25,-3.33,Point
YALI_PASS_VALLEY,http://asjp.clld.org/clld-static/icons/cff6600.png,Yali Pass Valley,139.25,5372,Yali Pass Valley,YALI_PASS_VALLEY,-3.75,Feature,139.25,-3.75,Point
DEM_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Dem 2,137.58,5373,Dem 2,DEM_2,-3.67,Feature,137.58,-3.67,Point
BOGAYA,http://asjp.clld.org/clld-static/icons/cff6600.png,Bogaya,142.25,5374,Bogaya,BOGAYA,-5.75,Feature,142.25,-5.75,Point
DUNA,http://asjp.clld.org/clld-static/icons/cff6600.png,Duna,142.5,5375,Duna,DUNA,-5.5,Feature,142.5,-5.5,Point
AGARABI,http://asjp.clld.org/clld-static/icons/cff6600.png,Agarabi,146,5376,Agarabi,AGARABI,-6.17,Feature,146,-6.17,Point
ALEKANO,http://asjp.clld.org/clld-static/icons/cff6600.png,Alekano,145.42,5377,Alekano,ALEKANO,-6,Feature,145.42,-6,Point
ASARO,http://asjp.clld.org/clld-static/icons/cff6600.png,Asaro,145.25,5378,Asaro,ASARO,-6,Feature,145.25,-6,Point
AUYANA,http://asjp.clld.org/clld-static/icons/cff6600.png,Auyana,145.75,5379,Auyana,AUYANA,-6.5,Feature,145.75,-6.5,Point
AWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Awa,145.75,5380,Awa,AWA,-6.67,Feature,145.75,-6.67,Point
AWA_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Awa 2,145.75,5381,Awa 2,AWA_2,-6.67,Feature,145.75,-6.67,Point
BENABENA,http://asjp.clld.org/clld-static/icons/cff6600.png,Benabena,145.5,5382,Benabena,BENABENA,-6.17,Feature,145.5,-6.17,Point
BINUMARIEN,http://asjp.clld.org/clld-static/icons/cff6600.png,Binumarien,146.08,5383,Binumarien,BINUMARIEN,-6.28,Feature,146.08,-6.28,Point
DANO,http://asjp.clld.org/clld-static/icons/cff6600.png,Dano,145.25,5384,Dano,DANO,-6,Feature,145.25,-6,Point
FORE,http://asjp.clld.org/clld-static/icons/cff6600.png,Fore,145.5,5385,Fore,FORE,-6.75,Feature,145.5,-6.75,Point
GADSUP_AGARABI,http://asjp.clld.org/clld-static/icons/cff6600.png,Gadsup Agarabi,146,5386,Gadsup Agarabi,GADSUP_AGARABI,-6.17,Feature,146,-6.17,Point
GADSUP,http://asjp.clld.org/clld-static/icons/cff6600.png,Gadsup,146,5387,Gadsup,GADSUP,-6.25,Feature,146,-6.25,Point
GAFUKU,http://asjp.clld.org/clld-static/icons/cff6600.png,Gafuku,145.42,5388,Gafuku,GAFUKU,-6,Feature,145.42,-6,Point
GAHUKU_ASARO,http://asjp.clld.org/clld-static/icons/cff6600.png,Gahuku Asaro,145.25,5389,Gahuku Asaro,GAHUKU_ASARO,-6,Feature,145.25,-6,Point
GAHUKU,http://asjp.clld.org/clld-static/icons/cff6600.png,Gahuku,145.42,5390,Gahuku,GAHUKU,-6,Feature,145.42,-6,Point
GENDE,http://asjp.clld.org/clld-static/icons/cff6600.png,Gende,145.17,5391,Gende,GENDE,-5.67,Feature,145.17,-5.67,Point
GIMI,http://asjp.clld.org/clld-static/icons/cff6600.png,Gimi,145.5,5392,Gimi,GIMI,-6.63,Feature,145.5,-6.63,Point
ISABI,http://asjp.clld.org/clld-static/icons/cff6600.png,Isabi,145.5,5393,Isabi,ISABI,-5.82,Feature,145.5,-5.82,Point
KAMANO_KAFE,http://asjp.clld.org/clld-static/icons/cff6600.png,Kamano Kafe,145.67,5394,Kamano Kafe,KAMANO_KAFE,-6.25,Feature,145.67,-6.25,Point
N_TAIRORA,http://asjp.clld.org/clld-static/icons/cff6600.png,N Tairora,146,5395,N Tairora,N_TAIRORA,-6.5,Feature,146,-6.5,Point
SIANE,http://asjp.clld.org/clld-static/icons/cff6600.png,Siane,145.2,5396,Siane,SIANE,-6.08,Feature,145.2,-6.08,Point
TAIRORA_BINUMARIEN,http://asjp.clld.org/clld-static/icons/cff6600.png,Tairora Binumarien,146.08,5397,Tairora Binumarien,TAIRORA_BINUMARIEN,-6.28,Feature,146.08,-6.28,Point
WAFFA,http://asjp.clld.org/clld-static/icons/cff6600.png,Waffa,146.08,5398,Waffa,WAFFA,-6.67,Feature,146.08,-6.67,Point
YABIYUFA,http://asjp.clld.org/clld-static/icons/cff6600.png,Yabiyufa,145.33,5399,Yabiyufa,YABIYUFA,-6.25,Feature,145.33,-6.25,Point
YAGARIA,http://asjp.clld.org/clld-static/icons/cff6600.png,Yagaria,145.42,5400,Yagaria,YAGARIA,-6.33,Feature,145.42,-6.33,Point
YATE,http://asjp.clld.org/clld-static/icons/cff6600.png,Yate,145.58,5401,Yate,YATE,-6.42,Feature,145.58,-6.42,Point
ANGAL,http://asjp.clld.org/clld-static/icons/cff6600.png,Angal,143.67,5402,Angal,ANGAL,-6,Feature,143.67,-6,Point
BISORIO_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Bisorio 2,143.08,5403,Bisorio 2,BISORIO_2,-4.75,Feature,143.08,-4.75,Point
ENGA,http://asjp.clld.org/clld-static/icons/cff6600.png,Enga,143.67,5404,Enga,ENGA,-5.5,Feature,143.67,-5.5,Point
HULI_HOLE,http://asjp.clld.org/clld-static/icons/cff6600.png,Huli Hole,143,5405,Huli Hole,HULI_HOLE,-5.92,Feature,143,-5.92,Point
HULI,http://asjp.clld.org/clld-static/icons/cff6600.png,Huli,143,5406,Huli,HULI,-5.92,Feature,143,-5.92,Point
INIAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Iniai,143,5407,Iniai,INIAI,-5,Feature,143,-5,Point
KEWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kewa,143.83,5408,Kewa,KEWA,-6.5,Feature,143.83,-6.5,Point
KEWA_EAST,http://asjp.clld.org/clld-static/icons/cff6600.png,Kewa East,143.92,5409,Kewa East,KEWA_EAST,-6.33,Feature,143.92,-6.33,Point
KEWA_S_POLE,http://asjp.clld.org/clld-static/icons/cff6600.png,Kewa S Pole,143.92,5410,Kewa S Pole,KEWA_S_POLE,-6.5,Feature,143.92,-6.5,Point
KYAKA_ENGA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kyaka Enga,144.08,5411,Kyaka Enga,KYAKA_ENGA,-5.55,Feature,144.08,-5.55,Point
LEMBENA,http://asjp.clld.org/clld-static/icons/cff6600.png,Lembena,144.17,5412,Lembena,LEMBENA,-5.33,Feature,144.17,-5.33,Point
MAIBI,http://asjp.clld.org/clld-static/icons/cff6600.png,Maibi,144.17,5413,Maibi,MAIBI,-5.33,Feature,144.17,-5.33,Point
POLE,http://asjp.clld.org/clld-static/icons/cff6600.png,Pole,143.92,5414,Pole,POLE,-6.5,Feature,143.92,-6.5,Point
SAU,http://asjp.clld.org/clld-static/icons/cff6600.png,Sau,144,5415,Sau,SAU,-6.67,Feature,144,-6.67,Point
YARIBA,http://asjp.clld.org/clld-static/icons/cff6600.png,Yariba,144.17,5416,Yariba,YARIBA,-5.33,Feature,144.17,-5.33,Point
FASU,http://asjp.clld.org/clld-static/icons/cff6600.png,Fasu,143.33,5417,Fasu,FASU,-6.58,Feature,143.33,-6.58,Point
NAMUMI,http://asjp.clld.org/clld-static/icons/cff6600.png,Namumi,143.33,5418,Namumi,NAMUMI,-6.58,Feature,143.33,-6.58,Point
ASARO7O,http://asjp.clld.org/clld-static/icons/cff6600.png,Asaro7o,146.51,5419,Asaro7o,ASARO7O,-5.68,Feature,146.51,-5.68,Point
AWARA,http://asjp.clld.org/clld-static/icons/cff6600.png,Awara,146.75,5420,Awara,AWARA,-6.17,Feature,146.75,-6.17,Point
BORONG,http://asjp.clld.org/clld-static/icons/cff6600.png,Borong,147.47,5421,Borong,BORONG,-6.5,Feature,147.47,-6.5,Point
BURUM,http://asjp.clld.org/clld-static/icons/cff6600.png,Burum,147.33,5422,Burum,BURUM,-6.5,Feature,147.33,-6.5,Point
BURUM_MINDIK,http://asjp.clld.org/clld-static/icons/cff6600.png,Burum Mindik,147.33,5423,Burum Mindik,BURUM_MINDIK,-6.5,Feature,147.33,-6.5,Point
DEDUA,http://asjp.clld.org/clld-static/icons/cff6600.png,Dedua,147.67,5424,Dedua,DEDUA,-6.42,Feature,147.67,-6.42,Point
DEGENAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Degenan,146.57,5425,Degenan,DEGENAN,-5.71,Feature,146.57,-5.71,Point
FORAK,http://asjp.clld.org/clld-static/icons/cff6600.png,Forak,146.54,5426,Forak,FORAK,-5.69,Feature,146.54,-5.69,Point
GWAHATIKE,http://asjp.clld.org/clld-static/icons/cff6600.png,Gwahatike,146.46,5427,Gwahatike,GWAHATIKE,-5.65,Feature,146.46,-5.65,Point
HUBE,http://asjp.clld.org/clld-static/icons/cff6600.png,Hube,147.5,5428,Hube,HUBE,-6.5,Feature,147.5,-6.5,Point
IYO,http://asjp.clld.org/clld-static/icons/cff6600.png,Iyo,146.09,5429,Iyo,IYO,-5.84,Feature,146.09,-5.84,Point
KATE,http://asjp.clld.org/clld-static/icons/cff6600.png,Kate,147.75,5430,Kate,KATE,-6.5,Feature,147.75,-6.5,Point
KOMBA,http://asjp.clld.org/clld-static/icons/cff6600.png,Komba,147.25,5431,Komba,KOMBA,-6.17,Feature,147.25,-6.17,Point
KOSORONG,http://asjp.clld.org/clld-static/icons/cff6600.png,Kosorong,147.47,5432,Kosorong,KOSORONG,-6.5,Feature,147.47,-6.5,Point
MA_MANDA,http://asjp.clld.org/clld-static/icons/cff6600.png,Ma Manda,146.76,5433,Ma Manda,MA_MANDA,-6.32,Feature,146.76,-6.32,Point
MAPE,http://asjp.clld.org/clld-static/icons/cff6600.png,Mape,147.39,5434,Mape,MAPE,-6.32,Feature,147.39,-6.32,Point
MAPE_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Mape 2,147.39,5435,Mape 2,MAPE_2,-6.32,Feature,147.39,-6.32,Point
MIGABAC,http://asjp.clld.org/clld-static/icons/cff6600.png,Migabac,147.72,5436,Migabac,MIGABAC,-6.31,Feature,147.72,-6.31,Point
MINDIK,http://asjp.clld.org/clld-static/icons/cff6600.png,Mindik,147.33,5437,Mindik,MINDIK,-6.5,Feature,147.33,-6.5,Point
MOMOLILI,http://asjp.clld.org/clld-static/icons/cff6600.png,Momolili,147.08,5438,Momolili,MOMOLILI,-6.58,Feature,147.08,-6.58,Point
MUNGKIP,http://asjp.clld.org/clld-static/icons/cff6600.png,Mungkip,146.75,5439,Mungkip,MUNGKIP,-6.46,Feature,146.75,-6.46,Point
MURATAYAK,http://asjp.clld.org/clld-static/icons/cff6600.png,Muratayak,146.54,5440,Muratayak,MURATAYAK,-5.74,Feature,146.54,-5.74,Point
NABAK,http://asjp.clld.org/clld-static/icons/cff6600.png,Nabak,147,5441,Nabak,NABAK,-6.42,Feature,147,-6.42,Point
NAKAME,http://asjp.clld.org/clld-static/icons/cff6600.png,Nakame,146.78,5442,Nakame,NAKAME,-6.41,Feature,146.78,-6.41,Point
NANKINA,http://asjp.clld.org/clld-static/icons/cff6600.png,Nankina,146.45,5443,Nankina,NANKINA,-5.78,Feature,146.45,-5.78,Point
NEK,http://asjp.clld.org/clld-static/icons/cff6600.png,Nek,146.67,5444,Nek,NEK,-6.67,Feature,146.67,-6.67,Point
NUK,http://asjp.clld.org/clld-static/icons/cff6600.png,Nuk,146.88,5445,Nuk,NUK,-6.41,Feature,146.88,-6.41,Point
NUKNA,http://asjp.clld.org/clld-static/icons/cff6600.png,Nukna,146.95,5446,Nukna,NUKNA,-6.05,Feature,146.95,-6.05,Point
NUMANGGANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Numanggang,146.72,5447,Numanggang,NUMANGGANG,-6.39,Feature,146.72,-6.39,Point
NUNGON,http://asjp.clld.org/clld-static/icons/cff6600.png,Nungon,146.84,5448,Nungon,NUNGON,-6.08,Feature,146.84,-6.08,Point
ONO,http://asjp.clld.org/clld-static/icons/cff6600.png,Ono,147.42,5449,Ono,ONO,-6.17,Feature,147.42,-6.17,Point
RAWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Rawa,145.94,5450,Rawa,RAWA,-5.83,Feature,145.94,-5.83,Point
SELEPET,http://asjp.clld.org/clld-static/icons/cff6600.png,Selepet,147.17,5451,Selepet,SELEPET,-6.17,Feature,147.17,-6.17,Point
TIMBE,http://asjp.clld.org/clld-static/icons/cff6600.png,Timbe,147.08,5452,Timbe,TIMBE,-6.17,Feature,147.08,-6.17,Point
TOBO,http://asjp.clld.org/clld-static/icons/cff6600.png,Tobo,147.42,5453,Tobo,TOBO,-6.42,Feature,147.42,-6.42,Point
URI_PAPUA_NEW_GUINEA,http://asjp.clld.org/clld-static/icons/cff6600.png,Uri Papua New Guinea,146.61,5454,Uri Papua New Guinea,URI_PAPUA_NEW_GUINEA,-6.42,Feature,146.61,-6.42,Point
WANTOAT,http://asjp.clld.org/clld-static/icons/cff6600.png,Wantoat,146.5,5455,Wantoat,WANTOAT,-6.17,Feature,146.5,-6.17,Point
YOPNO,http://asjp.clld.org/clld-static/icons/cff6600.png,Yopno,146.58,5456,Yopno,YOPNO,-6,Feature,146.58,-6,Point
AFOA,http://asjp.clld.org/clld-static/icons/cff6600.png,Afoa,147.17,5457,Afoa,AFOA,-8.42,Feature,147.17,-8.42,Point
FUYUG_GAGAGRA,http://asjp.clld.org/clld-static/icons/cff6600.png,Fuyug Gagagra,147.33,5458,Fuyug Gagagra,FUYUG_GAGAGRA,-8.58,Feature,147.33,-8.58,Point
KUNIMAIPA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kunimaipa,146.83,5459,Kunimaipa,KUNIMAIPA,-8,Feature,146.83,-8,Point
MAFULU,http://asjp.clld.org/clld-static/icons/cff6600.png,Mafulu,147.33,5460,Mafulu,MAFULU,-8.58,Feature,147.33,-8.58,Point
TAUADE,http://asjp.clld.org/clld-static/icons/cff6600.png,Tauade,147.17,5461,Tauade,TAUADE,-8.42,Feature,147.17,-8.42,Point
AOMIE,http://asjp.clld.org/clld-static/icons/cff6600.png,Aomie,148.08,5462,Aomie,AOMIE,-9.05,Feature,148.08,-9.05,Point
BARAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Barai,148.08,5463,Barai,BARAI,-9.33,Feature,148.08,-9.33,Point
ESE_MANAGALASI,http://asjp.clld.org/clld-static/icons/cff6600.png,Ese Managalasi,148.42,5464,Ese Managalasi,ESE_MANAGALASI,-9.08,Feature,148.42,-9.08,Point
KOIARI,http://asjp.clld.org/clld-static/icons/cff6600.png,Koiari,147.33,5465,Koiari,KOIARI,-9.5,Feature,147.33,-9.5,Point
KOIARI_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Koiari 2,147.33,5466,Koiari 2,KOIARI_2,-9.5,Feature,147.33,-9.5,Point
KOITA,http://asjp.clld.org/clld-static/icons/cff6600.png,Koita,147.08,5467,Koita,KOITA,-9.33,Feature,147.08,-9.33,Point
MOUNTAIN_KOIARI,http://asjp.clld.org/clld-static/icons/cff6600.png,Mountain Koiari,147.5,5468,Mountain Koiari,MOUNTAIN_KOIARI,-9,Feature,147.5,-9,Point
MOUNTAIN_KOIARI_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Mountain Koiari 2,147.5,5469,Mountain Koiari 2,MOUNTAIN_KOIARI_2,-9,Feature,147.5,-9,Point
FOE,http://asjp.clld.org/clld-static/icons/cff6600.png,Foe,143.5,5471,Foe,FOE,-6.5,Feature,143.5,-6.5,Point
ABASAKUR,http://asjp.clld.org/clld-static/icons/cff6600.png,Abasakur,145.23,5472,Abasakur,ABASAKUR,-4.77,Feature,145.23,-4.77,Point
AMAIMON,http://asjp.clld.org/clld-static/icons/cff6600.png,Amaimon,145.39,5473,Amaimon,AMAIMON,-5.2,Feature,145.39,-5.2,Point
AMELE,http://asjp.clld.org/clld-static/icons/cff6600.png,Amele,145.58,5474,Amele,AMELE,-5.25,Feature,145.58,-5.25,Point
ANGAUA,http://asjp.clld.org/clld-static/icons/cff6600.png,Angaua,144.92,5475,Angaua,ANGAUA,-5,Feature,144.92,-5,Point
ARAWUM,http://asjp.clld.org/clld-static/icons/cff6600.png,Arawum,145.94,5476,Arawum,ARAWUM,-5.51,Feature,145.94,-5.51,Point
ASAS,http://asjp.clld.org/clld-static/icons/cff6600.png,Asas,145.58,5477,Asas,ASAS,-5.7,Feature,145.58,-5.7,Point
ATEMPLE,http://asjp.clld.org/clld-static/icons/cff6600.png,Atemple,144.8,5478,Atemple,ATEMPLE,-5.1,Feature,144.8,-5.1,Point
BAGUPI,http://asjp.clld.org/clld-static/icons/cff6600.png,Bagupi,145.63,5479,Bagupi,BAGUPI,-5.05,Feature,145.63,-5.05,Point
BAIMAK,http://asjp.clld.org/clld-static/icons/cff6600.png,Baimak,145.61,5480,Baimak,BAIMAK,-5.18,Feature,145.61,-5.18,Point
BARGAM,http://asjp.clld.org/clld-static/icons/cff6600.png,Bargam,145.75,5481,Bargam,BARGAM,-4.88,Feature,145.75,-4.88,Point
BAU,http://asjp.clld.org/clld-static/icons/cff6600.png,Bau,145.7,5482,Bau,BAU,-5.4,Feature,145.7,-5.4,Point
BEMAL,http://asjp.clld.org/clld-static/icons/cff6600.png,Bemal,145.5,5483,Bemal,BEMAL,-5.29,Feature,145.5,-5.29,Point
BEPOUR,http://asjp.clld.org/clld-static/icons/cff6600.png,Bepour,145.46,5484,Bepour,BEPOUR,-4.58,Feature,145.46,-4.58,Point
BILAKURA,http://asjp.clld.org/clld-static/icons/cff6600.png,Bilakura,145.57,5485,Bilakura,BILAKURA,-4.89,Feature,145.57,-4.89,Point
BIYOM,http://asjp.clld.org/clld-static/icons/cff6600.png,Biyom,145.33,5486,Biyom,BIYOM,-5.8,Feature,145.33,-5.8,Point
BOM,http://asjp.clld.org/clld-static/icons/cff6600.png,Bom,145.73,5487,Bom,BOM,-5.58,Feature,145.73,-5.58,Point
BONGU,http://asjp.clld.org/clld-static/icons/cff6600.png,Bongu,145.92,5488,Bongu,BONGU,-5.5,Feature,145.92,-5.5,Point
BUNABUN,http://asjp.clld.org/clld-static/icons/cff6600.png,Bunabun,145.55,5489,Bunabun,BUNABUN,-4.63,Feature,145.55,-4.63,Point
DANARU,http://asjp.clld.org/clld-static/icons/cff6600.png,Danaru,145.42,5490,Danaru,DANARU,-5.58,Feature,145.42,-5.58,Point
DIMIR,http://asjp.clld.org/clld-static/icons/cff6600.png,Dimir,145.63,5491,Dimir,DIMIR,-4.8,Feature,145.63,-4.8,Point
DUDUELA,http://asjp.clld.org/clld-static/icons/cff6600.png,Duduela,145.65,5492,Duduela,DUDUELA,-5.41,Feature,145.65,-5.41,Point
DUMPU,http://asjp.clld.org/clld-static/icons/cff6600.png,Dumpu,145.73,5493,Dumpu,DUMPU,-5.84,Feature,145.73,-5.84,Point
EMERUM,http://asjp.clld.org/clld-static/icons/cff6600.png,Emerum,145.08,5494,Emerum,EMERUM,-5.15,Feature,145.08,-5.15,Point
ERIMA,http://asjp.clld.org/clld-static/icons/cff6600.png,Erima,145.71,5495,Erima,ERIMA,-5.36,Feature,145.71,-5.36,Point
FAITA,http://asjp.clld.org/clld-static/icons/cff6600.png,Faita,145.25,5496,Faita,FAITA,-5.6,Feature,145.25,-5.6,Point
GAL,http://asjp.clld.org/clld-static/icons/cff6600.png,Gal,145.63,5497,Gal,GAL,-5.16,Feature,145.63,-5.16,Point
GANGLAU,http://asjp.clld.org/clld-static/icons/cff6600.png,Ganglau,146.08,5498,Ganglau,GANGLAU,-5.58,Feature,146.08,-5.58,Point
GARUH,http://asjp.clld.org/clld-static/icons/cff6600.png,Garuh,145.72,5499,Garuh,GARUH,-5.07,Feature,145.72,-5.07,Point
GARUS,http://asjp.clld.org/clld-static/icons/cff6600.png,Garus,145.67,5500,Garus,GARUS,-4.95,Feature,145.67,-4.95,Point
GIRAWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Girawa,145.4,5501,Girawa,GIRAWA,-5.35,Feature,145.4,-5.35,Point
GUMALU,http://asjp.clld.org/clld-static/icons/cff6600.png,Gumalu,145.63,5502,Gumalu,GUMALU,-5.22,Feature,145.63,-5.22,Point
HINIHON,http://asjp.clld.org/clld-static/icons/cff6600.png,Hinihon,145.31,5503,Hinihon,HINIHON,-4.67,Feature,145.31,-4.67,Point
IKUNDUN,http://asjp.clld.org/clld-static/icons/cff6600.png,Ikundun,145,5504,Ikundun,IKUNDUN,-4.67,Feature,145,-4.67,Point
ISEBE,http://asjp.clld.org/clld-static/icons/cff6600.png,Isebe,145.71,5505,Isebe,ISEBE,-5.2,Feature,145.71,-5.2,Point
JILIM,http://asjp.clld.org/clld-static/icons/cff6600.png,Jilim,145.67,5506,Jilim,JILIM,-5.58,Feature,145.67,-5.58,Point
KALAM,http://asjp.clld.org/clld-static/icons/cff6600.png,Kalam,144.58,5507,Kalam,KALAM,-5.25,Feature,144.58,-5.25,Point
KAMBA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kamba,145.73,5508,Kamba,KAMBA,-5.16,Feature,145.73,-5.16,Point
KARE,http://asjp.clld.org/clld-static/icons/cff6600.png,Kare,145.51,5509,Kare,KARE,-5.08,Feature,145.51,-5.08,Point
KATIATI,http://asjp.clld.org/clld-static/icons/cff6600.png,Katiati,145.07,5510,Katiati,KATIATI,-4.83,Feature,145.07,-4.83,Point
KESAWAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Kesawai,145.61,5511,Kesawai,KESAWAI,-5.79,Feature,145.61,-5.79,Point
KOBON,http://asjp.clld.org/clld-static/icons/cff6600.png,Kobon,144.33,5512,Kobon,KOBON,-5.17,Feature,144.33,-5.17,Point
KOGUMAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Koguman,145.28,5513,Koguman,KOGUMAN,-4.82,Feature,145.28,-4.82,Point
KOLOM,http://asjp.clld.org/clld-static/icons/cff6600.png,Kolom,146.24,5514,Kolom,KOLOM,-5.55,Feature,146.24,-5.55,Point
KORAK,http://asjp.clld.org/clld-static/icons/cff6600.png,Korak,145.51,5515,Korak,KORAK,-4.56,Feature,145.51,-4.56,Point
KOWAKI,http://asjp.clld.org/clld-static/icons/cff6600.png,Kowaki,145.42,5516,Kowaki,KOWAKI,-4.67,Feature,145.42,-4.67,Point
KWATO,http://asjp.clld.org/clld-static/icons/cff6600.png,Kwato,145.63,5517,Kwato,KWATO,-5.5,Feature,145.63,-5.5,Point
LEMIO,http://asjp.clld.org/clld-static/icons/cff6600.png,Lemio,145.78,5518,Lemio,LEMIO,-5.7,Feature,145.78,-5.7,Point
MALAS,http://asjp.clld.org/clld-static/icons/cff6600.png,Malas,145.59,5519,Malas,MALAS,-4.73,Feature,145.59,-4.73,Point
MALE_PAPUANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Male Papuang,145.77,5520,Male Papuang,MALE_PAPUANG,-5.47,Feature,145.77,-5.47,Point
MATEPI,http://asjp.clld.org/clld-static/icons/cff6600.png,Matepi,145.63,5521,Matepi,MATEPI,-5.13,Feature,145.63,-5.13,Point
MAWAK,http://asjp.clld.org/clld-static/icons/cff6600.png,Mawak,145.33,5522,Mawak,MAWAK,-4.61,Feature,145.33,-4.61,Point
MAWAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Mawan,145.59,5523,Mawan,MAWAN,-5.2,Feature,145.59,-5.2,Point
MOERE,http://asjp.clld.org/clld-static/icons/cff6600.png,Moere,145.49,5524,Moere,MOERE,-4.61,Feature,145.49,-4.61,Point
MORESADA,http://asjp.clld.org/clld-static/icons/cff6600.png,Moresada,145,5525,Moresada,MORESADA,-4.57,Feature,145,-4.57,Point
MOSIMO,http://asjp.clld.org/clld-static/icons/cff6600.png,Mosimo,145.58,5526,Mosimo,MOSIMO,-4.94,Feature,145.58,-4.94,Point
